movie_id,title,original_title,overview,tagline,status,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,original_language,genres,production_countries,imdb_id
823754,Bo Burnham: Inside,Bo Burnham: Inside,"Stuck in COVID-19 lockdown, US comedian and musician Bo Burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special.",Look Who’s Inside Again,Released,2021-07-22,88,0,0,1.0858,8.002,584,en,Comedy|Drama,US,tt14544192
43949,Flipped,Flipped,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",You never forget your first love.,Released,2010-08-06,89,14000000,4324817,11.1134,8.002,3269,en,Romance|Drama,US,tt0817177
521,Dial M for Murder,Dial M for Murder,"When her American lover visits London, a wealthy woman’s jealous husband hatches a plan to murder her and inherit her fortune.",Is this the man she was waiting for... or the man who was waiting for her?,Released,1954-05-29,105,1400000,3000000,5.3754,8.002,2807,en,Thriller|Crime,US,tt0046912
14,American Beauty,American Beauty,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",... look closer,Released,1999-09-15,122,15000000,356296601,13.2124,8.0,12857,en,Drama,US,tt0169547
110416,Song of the Sea,Song of the Sea,"The story of the last Seal Child’s journey home. After their mother’s disappearance, Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea, their journey becomes a race against time as they are drawn into a world Ben knows only from his mother’s folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival.",Let the song of the sea sway your heart...,Released,2014-06-23,94,0,857522,3.1858,7.999,1551,en,Family|Animation|Fantasy,IE|LU|BE|DK,tt1865505
55960,"Toto, Peppino, and the Hussy","Totò, Peppino e la... malafemmina","Antonio, Peppino and Lucia are three brothers who live in the country near Naples. Lucia's son, Gianni, goes to Naples to study medicine, but there he knows a ballet dancer. They fall in love and, when she goes to Milan, Gianni follows her. Informed of this and afraid that their nephew will stop studying, the three Caponi brothers leave for Milan to persuade Gianni to come back and continue studying and abandon the ""Malafemmina"" (bad girl).",,Released,1956-08-23,101,0,0,1.6027,7.999,370,it,Comedy|Romance,IT,tt0049866
400928,Gifted,Gifted,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",,Released,2017-04-07,101,7000000,40300000,5.8167,7.998,5864,en,Drama|Comedy,GB|US,tt4481414
264644,Room,Room,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",Love knows no boundaries,Released,2015-10-16,118,13000000,35401758,8.5263,7.997,9592,en,Drama|Thriller,CA|IE|GB|US,tt3170832
526702,Black Beauty,Black Beauty,"Born free in the American West, Black Beauty is a horse rounded up and brought to Birtwick Stables, where she meets spirited teenager Jo Green. The two forge a bond that carries Beauty through the different chapters, challenges and adventures.",Find your way home.,Released,2020-11-27,110,0,0,2.3463,7.996,351,en,Drama,DE|CH|US,tt8484160
140420,Paperman,Paperman,An urban office worker finds that paper airplanes are instrumental in meeting a girl in ways he never expected.,,Released,2012-11-02,7,0,0,3.4625,7.996,1779,en,Animation|Family|Romance|Comedy,US,tt2388725
20453,3 Idiots,3 Idiots,"Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",Aal Izz Well!,Released,2009-12-23,171,9000000,70000000,5.0086,8.0,2653,hi,Drama|Comedy,IN,tt1187043
947,Lawrence of Arabia,Lawrence of Arabia,"During World War I, English officer Thomas Edward 'T.E.' Lawrence sets out to unite and lead the diverse, often warring, Arab tribes to fight the Turks.",Nothing is written.,Released,1962-12-11,228,15000000,70000000,7.2044,7.994,3355,en,Adventure|History|War,GB,tt0056172
595,To Kill a Mockingbird,To Kill a Mockingbird,"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",A father must expose his children to a small town's outraged passions… and can only protect them with his love.,Released,1962-12-20,129,2000000,13129846,5.2698,7.994,2815,en,Drama,US,tt0056592
515001,Jojo Rabbit,Jojo Rabbit,"Jojo, a lonely German boy during World War II has his world shaken when he learns that his single mother is hiding a Jewish girl in their home. Influenced by a buffoonish imaginary version of Adolf Hitler, he begins to question his beliefs and confront the conflict between propaganda and his own humanity.",An anti-hate satire.,Released,2019-10-18,108,14000000,82468705,6.0652,7.992,10241,en,Comedy|War|Drama,NZ|US,tt2584384
524,Casino,Casino,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",No one stays at the top forever.,Released,1995-11-22,179,50000000,116112375,13.9222,8.0,6411,en,Crime|Drama,FR|US,tt0112641
698687,Transformers One,Transformers One,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",Witness the origin.,Released,2024-09-11,104,75000000,129408392,10.4564,7.99,1527,en,Animation|Science Fiction|Adventure|Family,US,tt8864596
8422,Rocco and His Brothers,Rocco e i suoi fratelli,"When a impoverished widow’s family moves to the big city, two of her five sons become romantic rivals with deadly results.",DARING in its realism. STUNNING in its impact. BREATHTAKING in its scope.,Released,1960-10-07,178,0,0,11.7705,8.0,648,it,Drama|Romance,FR|IT,tt0054248
785534,Paper Lives,Kağıttan Hayatlar,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.",,Released,2021-03-12,96,0,0,1.3299,7.989,407,tr,Drama,TR,tt13045890
678580,El mesero,El mesero,A waiter pretends to be an important businessman in order to reach the upper class through his entrepreneurial dreams.,,Released,2021-07-15,86,0,0,0.6119,7.989,356,es,Comedy,MX,tt10886670
3175,Barry Lyndon,Barry Lyndon,"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",At long last Redmond Barry became a gentleman -- and that was his tragedy.,Released,1975-12-18,188,11000000,31500000,12.9625,8.0,3111,en,Drama|Romance|War|History,GB|US,tt0072684
339877,Loving Vincent,Loving Vincent,A young man arrives at the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.,"The truth is, we cannot speak other than by our paintings.",Released,2017-06-22,95,5500000,42187665,7.3849,7.987,2576,en,Animation|Drama|History,PL|GB|NL,tt3262342
205596,The Imitation Game,The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",The true enigma was the man who cracked the code.,Released,2014-11-14,113,14000000,233555708,10.8604,7.987,17875,en,History|Drama|Thriller|War,US|GB,tt2084970
19426,Nights of Cabiria,Le notti di Cabiria,"Rome, 1957. A woman, Cabiria, is robbed and left to drown by her boyfriend, Giorgio. Rescued, she resumes her life and tries her best to find happiness in a cynical world. Even when she thinks her struggles are over and she has found happiness and contentment, things may not be what they seem.",The story of a betrayed but unquenchable little Roman street-walker.,Released,1957-10-03,110,0,752045,9.1949,7.986,847,it,Drama,IT|FR,tt0050783
13223,Gran Torino,Gran Torino,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",Get off my lawn.,Released,2008-12-12,116,33000000,270000000,10.6424,7.987,11388,en,Drama,US|DE,tt1205489
530915,1917,1917,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",Time is the enemy.,Released,2019-12-25,119,100000000,446064352,7.4503,7.986,13341,en,War|History,US|GB|ES|IN,tt8579674
568160,Weathering with You,天気の子,"The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky.",A story about the secret of this world that only I and she know.,Released,2019-07-19,112,11100000,192729404,10.8553,8.0,2573,ja,Animation|Drama|Fantasy|Romance,JP,tt9426210
780,The Passion of Joan of Arc,La Passion de Jeanne d'Arc,"A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.",An Immortal Screen Classic that will live Forever!,Released,1928-04-21,81,0,18121,7.7373,7.984,1069,fr,Drama|History,FR,tt0019254
11658,Tae Guk Gi: The Brotherhood of War,태극기 휘날리며,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.","One country, one family… divided by war.",Released,2004-02-05,148,1500000,0,2.4126,7.983,754,ko,Action|Adventure|Drama|History|War,KR|US,tt0386064
2517,Nobody Knows,誰も知らない,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.",Did mom really abandon us?,Released,2004-08-07,141,0,0,6.1897,7.981,621,ja,Drama,JP,tt0408664
